44,26038,сен/ес,4195,-,3360,730,3649,11934,3411,15345
45,21635,не/шл,4644,515,1729,992,2931,10811,4362,15173
46,6110,бір/са,2958,916,2999,1945,987,9805,4831,14636
47,6115,бірақ/шл,5795,448,1436,970,471,9120,5500,14620
48,31879,ұлттық/сн,8501,345,76,563,9,9494,5009,14503
49,13889,керек/мд,3173,688,1267,1582,1802,8512,5794,14306
50,10515,жат/ет,1882,488,2031,1524,803,6728,7416,14144
51,15116,көр/ет,2296,49,1859,1478,1733,7415,6375,13790
52,11532,жұмыс/зт,4184,385,310,1345,608,6832,6924,13756
53,8857,екі/са,4332,413,1355,996,1331,8427,5255,13682
54,22829,өлең/зт,7011,-,385,991,175,8562,4970,13532
55,9074,еңбек/зт,3765,3815,208,924,128,8840,4419,13259
56,4140,бар/мд,3089,684,1657,1642,1490,8562,4470,13032
57,16717,қарай/шл,6315,1380,783,534,348,9360,3552,12912
58,15012,көп/сн,3454,230,1199,1344,648,6875,5997,12872
59,5157,бойынша/шл,3800,3192,76,685,121,7874,4987,12861
60,14753,көз/зт,2175,245,2308,1206,946,6880,5957,12837
61,34728,шық/ет,2706,204,2002,1923,96,6931,5443,12374
62,3129,әйел/зт,2047,387,590,376,711,4111,8154,12265
63,20373,мен/ес,2953,162,2109,946,1697,7867,4393,12260
64,4234,басқа/сн,3089,1947,741,886,562,7225,5004,12229
65,13520,кез/зт,3152,1167,865,1463,740,7387,4834,12221
66,7659,дейін/шл,7248,913,156,763,200,9280,2822,12102
67,32214,үй/зт,3439,286,2121,962,824,7632,4316,11948
68,16680,қара/ет,2265,1077,1090,1011,798,6241,5654,11895
69,15189,көрсет/ет,2979,1446,482,451,394,5752,6115,11867
70,11190,жол/зт,3779,90,912,1399,470,6650,5106,11756
71,18897,қызмет/зт,1932,3038,57,865,138,6030,5702,11732
72,17689,қол/зт,2947,645,1096,233,1059,5980,5546,11526
73,22166,оқы/ет,6156,353,415,884,247,8055,3456,11511
74,26605,сонымен/ес,6120,1218,17,915,13,8283,2958,11241
75,7795,деңгей/зт,1290,845,10,329,8,2482,8736,11218
76,4215,бас/зт,2810,876,1024,1143,1045,6898,4085,10983
77,16255,қала/зт,3119,1384,579,1420,324,6826,4045,10871
78,6048,білдір/ет,4952,247,110,268,31,5608,5070,10678
79,22897,өмір/зт,3919,300,430,822,383,5854,4611,10465
80,24603,республика/зт,1330,5674,9,532,15,7560,2305,9865
81,21686,немесе/шл,2582,3914,137,330,61,7024,2508,9532
82,12477,ие/зт,5274,832,551,192,100,6949,2481,9430
83,30862,түр/зт,3732,1090,225,501,189,5737,3662,9399
84,12250,зертте/ет,6577,224,144,115,22,7082,2289,9371
85,28680,тапсырма/зт,8400,121,25,106,29,8681,516,9197
87,23136,өт/ет,971,105,313,292,511,2192,6875,9067
88,35526,іш/зт,2072,795,1077,892,417,5253,3772,9025
89,9073,ең/үс,3008,337,529,837,406,5117,3900,9017
90,20349,мемлекет/зт,1882,2057,26,1734,35,5734,3259,8993
91,8758,егер/шл,4166,1666,177,694,230,6933,2049,8982
92,20198,мәселе/зт,1206,741,47,784,119,2897,5974,8871
93,22743,өзі/ес,1606,626,1829,716,486,5263,3585,8848
94,4468,бәрі/ес,1351,34,1666,771,1482,5304,3452,8756
95,17176,қатыс/ет,1255,1796,29,259,287,3626,5107,8733
96,35490,іс/зт,1551,1884,365,751,278,4829,3897,8726
97,30969,түс/ет,1709,363,845,637,534,4088,4624,8712
98,22612,отбасы/зт,4500,363,39,1064,108,6074,2569,8643
99,10187,жаңа/сн,2244,122,334,883,312,3895,4722,8617
100,4281,баста/ет,2254,600,712,895,260,4721,3820,8541
101,10993,жет/ет,2060,33,1011,600,678,4382,4145,8527
102,1049,ал/шл,957,1097,967,2298,956,6275,2118,8393
103,4179,барлық/ес,1722,912,785,804,276,4499,3647,8146
104,1897,арқылы/шл,2988,728,56,505,58,4335,3785,8120
105,26607,соң/шл,1114,504,1125,840,381,3964,4155,8119
106,9817,жақсы/сн,2636,8,870,665,1256,5435,2683,8118
107,30355,туралы/шл,2,831,291,937,334,2395,5616,8011
108,10734,жеке/сн,1102,4188,33,310,50,5683,2278,7961
109,2318,ат/зт,855,385,1160,722,252,3374,4581,7955
110,26964,су/зт,3918,536,952,383,319,6108,1692,7800
111,12257,зерттеу/зт,4209,724,62,30,44,5069,2587,7656
112,23610,пен/шл,2350,383,274,686,244,3937,3666,7603
113,21644,негіз/зт,1772,1198,18,434,33,3455,4141,7596
114,20327,мектеп/зт,2836,304,177,794,87,4198,3388,7586
115,17615,қой/ет,1888,150,1159,780,374,4351,3171,7522
116,4837,беріл/ет,2761,1730,51,378,105,5025,2488,7513
117,35511,істе/ет,1765,101,820,782,1077,4545,2855,7400
118,22154,оқушы/зт,4526,79,99,563,15,5282,2088,7370
119,6254,бірінші/са,5251,262,210,404,27,6154,1135,7289
120,32358,үлкен/сн,2957,46,689,157,240,4089,3057,7146
121,16041,қазір/үс,673,4,566,67,695,2005,5042,7047
122,19786,мақсат/зт,2107,1028,34,474,55,3698,3178,6876
123,28843,тарт/ет,1427,737,425,591,389,3569,3270,6839
124,9600,жағдай/зт,2125,241,153,755,182,3456,3346,6802
125,15711,кім/ес,2426,38,904,466,813,4647,2152,6799
126,20355,мемлекеттік/сн,1274,790,15,47,37,2163,4622,6785
127,31534,уақыт/зт,1288,254,611,696,383,3232,3535,6767
128,25042,сала/зт,1151,917,45,565,43,2721,4005,6726
129,15850,қабылда/ет,1404,1541,91,384,92,3512,3195,6707
130,25239,сан/зт,3281,610,132,420,61,4504,2088,6592
131,7082,ғалым/зт,2781,151,38,686,31,3687,2847,6534
132,1720,ара/зт,1748,34,568,735,204,3289,5287,8576
133,7146,ғой/шл,581,-,1169,716,125,2591,3917,6508
134,1017,ақын/зт,2806,3,45,608,104,3566,2795,6361
135,10565,жауап/зт,3276,30,361,275,194,4136,2210,6346
136,26351,сияқты/шл,1508,146,274,517,545,2990,3321,6311
137,18370,құқық/зт,970,2395,4,373,186,3928,2359,6287
138,24632,ретте/ет,768,853,40,629,55,2345,3888,6233
139,28155,тағы/шл,903,58,1013,507,664,3145,3070,6215
140,28661,тап/ет,1844,51,797,457,506,3655,2549,6204
141,15662,күш/зт,1463,593,485,494,192,3227,2959,6186
142,25520,сат/ет,3336,57,312,251,202,4158,1974,6132
143,27945,сіз/ес,1072,161,729,577,711,3250,2869,6119
144,2710,ауыл/зт,1706,370,269,657,157,3159,2910,6069
145,7318,дамы/ет,2023,603,2,444,10,3082,2977,6059
146,9046,енді/үс,1986,2,1000,870,2021,5879,152,6031
147,4865,бет/зт,2439,148,630,498,330,4045,1984,6029
148,21891,облыс/зт,609,818,5,768,108,2308,3714,6022
149,31864,ұлт/зт,1966,1015,34,783,8,3806,2199,6005
150,619,айнал/ет,1813,61,423,907,297,3501,2501,6002
151,29966,топ/зт,2807,113,173,339,122,3554,2387,5941
152,3838,байланысты/сн,1878,770,-,401,-,3049,2806,5855
153,10556,жатыр/ет,996,16,827,790,729,3358,2457,5815
154,29257,тек/зт,1313,289,544,582,385,3113,2700,5813
155,12083,заң/зт,1972,340,46,415,112,2885,2914,5799
156,25021,сақта/ет,2111,931,179,332,146,3699,2090,5789
157,26588,сонда/үс,151,14,884,323,482,1854,3911,5765
158,11969,жібер/ет,931,163,986,501,552,3133,2607,5740
159,21975,ойла/ет,1263,8,1146,616,578,3611,2095,5706
160,16121,қайт/ет,695,52,933,275,601,2556,3113,5669
161,3443,әр/ес,2056,168,292,469,122,3107,2539,5646
162,2355,атал/ет,2742,296,34,260,32,3364,2273,5637
163,2385,атау/зт,168,5229,25,107,14,5543,89,5632
164,18089,қосымша/сн,2805,1116,16,161,20,4118,1470,5588
165,3147,әке/зт,2522,75,384,299,346,3626,1957,5583
166,24828,сабақ/зт,4249,25,126,235,26,4661,901,5562
167,13746,кен/зт,973,72,405,207,1731,3388,2159,5547
168,26767,сөйле/ет,1468,44,280,366,262,2420,3110,5530
169,21352,мысал/зт,2371,80,51,359,47,2908,2621,5529
170,21318,мына/ес,1786,42,585,376,713,3502,1993,5495
171,32530,үш/са,497,322,623,446,202,2090,3356,5446
172,23139,өте/үс,1803,62,515,498,469,3347,2057,5404
173,4843,бес/са,1604,594,663,480,280,3621,1751,5372
174,11159,жоғары/үс,1546,193,180,566,161,2646,2718,5364
175,5825,бүгін/үс,1173,34,278,276,18,1779,3571,5350
176,13576,кейін/шл,1401,368,549,516,330,3164,2151,5315
177,24621,рет/зт,2346,216,354,323,266,3505,1799,5304
178,17101,қатар/зт,1456,316,88,534,71,2465,2824,5289
179,23222,пайдалан/ет,1978,1501,47,3,59,3588,1695,5283
180,11834,жылы/сн,4,-,47,1232,82,1365,3895,5260
181,12259,зерттеушілік/зт,3848,25,175,99,142,4289,940,5229
182,5137,бой/зт,2209,92,688,545,321,3855,1363,5218
183,15933,қажет/мд,1192,591,103,430,89,2405,2798,5203
184,27289,сұра/ет,933,103,927,255,411,2629,2558,5187
185,30992,түсін/ет,1909,162,349,66,632,3118,1995,5113
186,16259,қалай/ес,3017,27,957,91,947,5039,-,5039
187,11638,жүйе/зт,1217,59,2,356,44,1678,3356,5034
188,25039,сал/ет,997,99,1038,438,270,2842,2141,4983
189,21246,мүмкін/мд,754,700,448,400,390,2692,2288,4980
190,22128,оқу/зт,2156,439,117,510,28,3250,1694,4944
191,18633,құрал/зт,3156,786,25,273,40,4280,654,4934
192,17725,қолда/ет,384,269,26,108,70,857,4065,4922
193,16122,қайта/үс,646,583,513,376,436,2554,2366,4920
194,7128,ғасыр/зт,2736,40,18,405,4,3203,1716,4919
195,15250,көтер/ет,1025,72,588,448,393,2526,2387,4913
196,18297,құжат/зт,134,3126,2,221,67,3550,1357,4907
197,1553,анықта/ет,2021,329,63,126,23,2562,2344,4906
198,21938,ой/зт,1291,12,490,452,440,2685,2164,4849
199,26593,сондықтан/шл,1320,61,233,497,158,2269,2567,4836
200,28097,табыл/ет,1320,1065,142,252,69,2848,1987,4835
201,22519,орында/ет,1954,31,166,258,192,2601,2210,4811
202,22480,орталық/зт,642,960,7,493,73,2175,2597,4772
203,16682,қара/сн,1664,16,674,347,223,2924,1841,4765
204,15730,кір/ет,787,269,706,380,460,2602,2161,4763
205,21645,негізгі/сн,1567,620,6,202,20,2415,2347,4762
206,27290,сұрақ/зт,3124,46,94,243,66,3573,1154,4727
207,1376,ана/зт,1621,19,405,613,312,2970,1701,4671
208,20807,мойында/ет,1440,57,33,79,87,1696,2962,4658
209,2993,әдебиет/зт,2146,38,14,455,-,2653,2001,4654
210,28968,тау/зт,2667,57,567,283,140,3714,933,4647
211,22731,өзен/зт,3500,94,358,86,101,4139,505,4644
212,10444,жас/сн,1418,71,314,482,206,2491,2113,4604
213,16940,қарсы/үс,1423,342,146,451,227,2589,2008,4597
214,34685,шығар/ет,543,96,497,522,645,2303,2290,4593
215,3706,бағдарлама/зт,1053,686,-,485,47,2271,2321,4592
216,3675,бағала/ет,2106,406,20,216,19,2767,1819,4586
217,15220,көрін/ет,837,47,707,341,314,2246,2330,4576
218,20209,мәтін/зт,2827,415,5,46,2,3295,1255,4550
219,4756,белгілі/сн,1415,140,72,333,41,2001,2523,4524
220,8540,дүние/зт,1678,26,326,530,19,2579,1937,4516
221,2307,асыр/ет,248,1769,40,251,69,2377,2136,4513
222,33089,хан/зт,2208,14,748,326,271,3567,940,4507
224,6260,біт/ет,959,30,299,158,51,1497,2981,4478
225,7326,дамыт/ет,1282,874,2,264,-,2422,2056,4478
226,17531,қоғам/зт,1156,325,17,446,30,1974,2489,4463
227,8492,дұрыс/сн,1562,125,382,297,59,2425,2018,4443
228,22421,орган/зт,227,2524,-,163,34,2948,1492,4440
229,25838,себеп/зт,1102,217,34,139,49,1541,2867,4408
230,15800,кітап/зт,2083,46,278,435,59,2901,1504,4405
231,13793,кеңес/зт,486,1164,35,406,88,2179,2209,4388
232,15854,қабылдау/зт,1278,1690,-,229,28,3225,1152,4377
233,10453,жасал/ет,1509,527,121,278,59,2494,1854,4348
234,22938,өнер/зт,1752,29,106,486,67,2440,1861,4301
235,22233,он/са,1053,389,456,417,253,2568,1657,4225
236,23161,өткіз/ет,816,840,38,446,88,2228,1959,4187
237,5022,билік/зт,906,128,10,393,102,1539,2610,4149
238,29142,тәртіп/зт,483,2587,34,103,45,3252,892,4144
239,28758,тарих/зт,1205,129,49,675,5,2063,2077,4140
240,23217,пайда/зт,1588,163,161,555,90,2557,1566,4123
241,28361,талап/зт,819,649,44,337,62,1911,2210,4121
242,4917,би/зт,2387,252,71,279,20,3009,1075,4084
243,27118,сурет/зт,2543,108,258,322,241,3472,607,4079
244,23091,өс/ет,1675,143,293,392,179,2682,1396,4078
245,21248,мүмкіндік/зт,842,510,43,398,40,1833,2241,4074
246,3150,әкел/ет,1601,151,509,242,317,2820,1245,4065
247,21128,мұны/ес,702,9,692,389,289,2081,1950,4031
248,16863,қаржы/зт,1817,635,6,361,43,2862,1158,4020
249,6190,бірлік/зт,2599,217,11,173,7,3007,1002,4009
250,7287,дала/зт,2237,20,253,612,14,3136,861,3997
251,30903,түрлі/сн,1508,81,198,337,109,2233,1763,3996
252,21628,нәтиже/зт,1246,632,8,211,39,2136,1842,3978
253,17616,қой/зт,794,-,479,245,491,2009,1967,3976
254,15269,көше/зт,695,152,267,175,72,1361,2604,3965
255,11148,жоба/зт,225,1383,11,270,608,2497,1444,3941
256,13550,кезең/зт,1182,405,14,336,21,1958,1969,3927
257,13414,кәсіпкер/зт,105,33,-,53,24,215,3700,3915
258,11010,жеткіз/ет,759,65,128,419,100,1471,2420,3891
259,16046,қай/ес,2124,52,194,257,158,2785,1104,3889
260,33072,халықаралық/сн,906,1409,10,370,25,2720,1168,3888
261,3394,әңгіме/зт,1501,12,330,316,93,2252,1624,3876
262,4746,белгі/зт,1286,533,213,99,73,2204,1665,3869
263,32032,ұста/ет,918,238,695,358,366,2575,1280,3855
264,22185,оқыт/ет,1715,396,13,273,11,2408,1439,3847
266,10081,жан/зт,686,52,715,347,389,2189,1631,3820
267,22797,өкіл/зт,1259,470,10,295,50,2084,1728,3812
268,17926,қорға/ет,562,717,70,106,63,1518,2269,3787
269,21118,мұндай/сн,966,25,303,323,164,1781,2006,3787
270,20100,мәдениет/зт,970,331,2,446,1,1750,2032,3782
271,7474,дәл/үс,1796,33,227,245,15,2316,1465,3781
272,26674,сот/зт,310,1183,123,314,246,2176,1605,3781
273,13528,кездес/ет,1091,62,186,277,201,1817,1933,3750
274,14997,көңіл/зт,916,88,521,320,230,2075,1674,3749
275,31780,ұйым/зт,400,918,-,571,82,1971,1772,3743
276,7166,ғылым/зт,1913,261,40,440,11,2665,1074,3739
277,32272,үйрет/ет,2055,13,207,208,115,2598,1141,3739
278,2683,ауыз/зт,979,17,509,337,241,2083,1651,3734
279,3502,әртүрлі/сн,2044,126,70,197,46,2483,1244,3727
280,4240,басқар/ет,1094,787,21,200,45,2147,1578,3725
281,31910,ұлы/сн,1439,26,156,427,126,2174,1521,3695
282,6126,бір-бір/үс,41,-,-,5,-,46,3637,3683
283,9641,жаз/ет,1808,26,48,309,36,2227,1449,3676
284,15788,кісі/зт,728,4,746,391,270,2139,1529,3668
285,25742,сәйкес/сн,641,1541,6,117,23,2328,1340,3668
286,21322,мың/са,996,199,152,505,116,1968,1699,3667
287,28328,тақырып/зт,1703,294,12,302,8,2319,1341,3660
288,4312,басшы/зт,370,488,14,318,71,1261,2395,3656
289,5340,бөл/ет,1391,238,153,252,129,2163,1492,3655
290,443,азамат/зт,644,473,42,515,84,1758,1893,3651
291,3228,әлем/зт,995,86,117,579,68,1845,1801,3646
292,22536,орыс/зт,1528,66,21,504,10,2129,1512,3641
293,12408,иә/мд,467,-,377,207,1613,2664,957,3621
294,22068,ойын/зт,1678,13,183,403,118,2395,1222,3617
295,4494,бе/шл,673,-,455,254,1194,2576,1024,3600
296,2319,ата/ет,915,213,725,548,273,2674,918,3592
297,16273,қалам/зт,1785,8,22,96,1542,3453,133,3586
298,11626,жүзеге ас/ет,527,1155,5,223,14,1924,1646,3570
299,25689,саяси/сн,839,212,2,317,21,1391,2177,3568
300,23976,президент/зт,455,641,5,419,46,1566,1991,3557
301,3347,ән/зт,1550,2,268,354,191,2365,1179,3544
302,30470,тұлға/зт,802,651,12,226,13,1704,1839,3543
303,6137,бірдей/үс,1986,183,95,99,46,2409,1128,3537
304,21384,міндет/зт,673,760,32,229,106,1800,1736,3536
305,883,ақпарат/зт,562,948,2,461,53,2026,1488,3514
306,32510,үсті (үст)/зт,438,43,853,299,213,1846,1662,3508
307,3249,әлеуметтік/сн,773,595,-,307,34,1709,1798,3507
308,34189,шеш/ет,877,250,214,368,110,1819,1667,3486
309,22699,өзгер/ет,1573,102,53,146,46,1920,1561,3481
310,16060,қайда/ес,813,11,611,69,726,2230,1250,3480
311,30328,туған/сн,1572,49,211,375,94,2301,1177,3478
312,34686,шығарма/зт,1498,20,23,343,18,1902,1576,3478
313,16254,қала/ет,1411,283,453,157,561,2865,591,3456
314,36247,яғни/шл,768,34,85,308,74,1269,2165,3434
315,2547,аудан/зт,834,277,19,322,82,1534,1871,3405
316,17726,қолдан/ет,1164,465,17,176,26,1848,1555,3403
317,251,аға/зт,829,181,340,341,268,1959,1430,3389
318,33465,шағын/сн,938,153,99,120,35,1345,2024,3369
319,2416,атқар/ет,880,398,17,233,28,1556,1812,3368
320,3508,әрі/шл,760,449,294,285,210,1998,1370,3368
321,9160,ерекше/үс,1122,333,47,325,62,1889,1472,3361
322,28908,таста/ет,352,79,433,416,386,1666,1685,3351
323,26769,сөйлем/зт,2072,12,11,56,3,2154,1183,3337
324,20156,мән/зт,1017,271,53,238,88,1667,1662,3329
325,14942,көмек/зт,889,336,92,275,150,1742,1580,3322
326,12069,заман/зт,1177,31,124,422,35,1789,1529,3318
327,8339,дос/зт,1721,13,339,282,95,2450,862,3312
328,13564,кезінде/үс,652,633,-,40,-,1325,1971,3296
329,22569,осындай/сн,350,264,227,364,-,1205,2087,3292
330,4129,бап/зт,74,2485,35,70,30,2694,587,3281
331,32069,ұсын/ет,1027,157,58,259,79,1580,1680,3260
332,7170,ғылыми/сн,589,951,-,350,1,1891,1366,3257
333,2921,аяқ/зт,1226,65,725,333,247,2596,646,3242
334,3817,байқа/ет,363,40,458,281,188,1330,1908,3238
335,33564,шақыр/ет,705,120,372,284,350,1831,1398,3229
336,24181,пікір/зт,653,61,48,334,54,1150,2064,3214
337,22820,өл/ет,842,3,536,188,543,2112,1099,3211
338,5786,бұрын/үс,841,158,235,340,11,1585,1612,3197
339,9705,жазыл/ет,1037,138,80,349,92,1696,1494,3190
340,9970,жалпы/сн,520,36,224,232,56,1068,2109,3177
341,2553,аудар/ет,1193,140,121,294,85,1833,1341,3174
342,16443,қамтамасыз/үс,417,1613,6,2,7,2045,1129,3174
343,16389,қалыптас/ет,1100,140,3,241,7,1491,1657,3148
344,10443,жас/зт,1086,191,283,324,180,2064,1078,3142
345,32308,үкімет/зт,804,207,12,290,49,1362,1778,3140
346,11699,жүргіз/ет,898,249,21,206,47,1421,1712,3133
347,1937,арнал/ет,1171,90,21,310,9,1601,1524,3125
348,32320,үлгі/зт,1527,66,56,196,21,1866,1257,3123
349,3073,әже/зт,1356,-,392,362,467,2577,514,3091
350,3314,әлі/үс,197,31,371,385,342,1326,1761,3087
351,33851,шаруашылық/зт,1237,501,10,116,11,1875,1205,3080
352,3743,бағыт/зт,1128,389,24,219,12,1772,1305,3077
353,25673,саясат/зт,749,327,1,378,14,1469,1608,3077
354,6278,бітір/ет,1514,18,819,434,144,2929,139,3068
355,5363,бөлік/зт,1516,447,21,136,31,2151,905,3056
356,5968,былай/үс,1372,11,247,200,8,1838,1202,3040
357,30363,туризм/зт,15,2687,-,23,2,2727,311,3038
358,3530,әсер/зт,1287,117,58,209,25,1696,1335,3031
359,19653,мағына/зт,965,94,28,84,3,1174,1856,3030
360,17140,қатты/сн,846,31,299,286,271,1733,1262,2995
361,11712,жүрек/зт,641,7,273,329,263,1513,1470,2983
362,17032,қасиет/зт,1658,30,52,205,34,1979,1002,2981
363,1051,ала/сн,582,202,284,266,132,1466,1507,2973
364,30322,ту/ет,1009,101,245,200,111,1666,1300,2966
365,4214,бас/ет,628,198,447,278,435,1986,976,2962
366,4934,бизнес/зт,256,84,-,172,24,536,2425,2961
367,18620,құр/ет,759,210,201,153,122,1445,1491,2936
368,19940,маңызды/сн,933,238,36,239,45,1491,1434,2925
369,28070,табиғат/зт,1784,69,30,143,31,2057,868,2925
370,2794,аш/ет,528,323,472,564,488,2375,543,2918
371,18650,құрам/зт,1130,507,7,134,16,1794,1124,2918
372,22911,өндір/ет,363,510,4,179,11,1067,1850,2917
373,14912,көлем/зт,1051,341,21,184,21,1618,1280,2898
374,9164,ерекшелік/зт,976,150,13,132,3,1274,1610,2884
376,15649,күт/ет,472,140,450,275,392,1729,1149,2878
377,18767,құрылыс/зт,840,413,13,109,28,1403,1465,2868
378,11346,жөніндегі/сн,202,1227,9,167,15,1620,1229,2849
379,21394,міне/ес,547,1,496,284,339,1667,1182,2849
380,11989,жігіт/зт,552,-,393,156,377,1478,1369,2847
381,13655,келтір/ет,815,241,89,261,74,1480,1358,2838
382,30376,туында/ет,2080,346,4,98,22,2550,287,2837
383,510,ай/зт,703,373,212,407,305,2000,835,2835
384,21618,нәрсе/зт,683,10,439,225,362,1719,1115,2834
385,4301,басты/сн,557,5,-,359,43,964,1865,2829
386,26608,соңғы/сн,531,254,148,309,138,1380,1448,2828
387,22959,өнім/зт,575,234,13,97,22,941,1881,2822
388,5364,бөлім/зт,680,537,33,210,81,1541,1275,2816
389,3456,әрекет/зт,991,283,16,138,47,1475,1335,2810
390,26430,соғыс/зт,1284,73,103,314,95,1869,940,2809
391,13427,кәсіпорын/зт,397,284,14,59,11,765,2040,2805
392,22695,өзге/сн,318,734,193,114,154,1513,1289,2802
393,22196,олай/үс,1224,-,175,96,197,1692,1102,2794
394,28041,та/шл,596,7,382,67,154,1206,1576,2782
395,11567,жұрт/зт,535,6,484,422,195,1642,1139,2781
396,15961,қазақ-жоңғар/зт,17,-,-,2751,-,2768,-,2768
397,22466,орта/сн,1157,156,142,248,74,1777,987,2764
398,27305,сұрау/зт,433,2151,29,25,6,2644,115,2759
399,6237,бірыңғай/үс,112,133,1,24,1,271,2486,2757
400,1158,алға/үс,1645,88,89,178,29,2029,726,2755
401,7020,гүл/зт,1346,2,678,227,169,2422,331,2753
402,3820,байқал/ет,1879,75,32,16,19,2021,729,2750
403,607,аймақ/зт,1111,354,13,193,33,1704,1031,2735
404,21061,мұғалім/зт,1199,51,107,200,169,1726,993,2719
405,156,автор/зт,438,91,9,151,1167,1856,854,2710
406,2114,аса/үс,969,220,94,259,43,1585,1123,2708
407,1159,алғаш/үс,1612,17,7,478,69,2183,516,2699
408,21277,мүше/зт,635,414,21,125,53,1248,1428,2676
409,31023,түсір/ет,1013,51,262,97,186,1609,1054,2663
410,11325,жөн/зт,655,2,141,539,132,1469,1193,2662
411,9135,ер/зт,848,14,247,181,715,2005,648,2653
412,13575,кейін/үс,747,155,214,224,349,1689,946,2635
413,30558,тұрғын/зт,593,307,58,190,169,1317,1318,2635
414,15804,кітапхана/зт,306,22,21,269,1,619,2015,2634
415,6131,бірге/үс,1279,157,334,457,54,2281,337,2618
416,11776,жылғы/сн,474,861,3,233,12,1583,1031,2614
417,33829,шарт/зт,561,294,29,130,29,1043,1569,2612
418,5367,бөлін/ет,1204,180,38,160,25,1607,1002,2609
419,18751,құрыл/ет,900,218,5,215,13,1351,1256,2607
420,4365,батыр/зт,1080,4,402,201,101,1788,812,2600
421,9154,ереже/зт,893,955,23,54,21,1946,650,2596
422,3448,әрбір/ес,947,279,80,203,25,1534,1061,2595
423,15077,көптеген/үс,1103,35,7,240,12,1397,1163,2560
424,9805,жақ/зт,397,69,652,377,269,1764,787,2551
425,35659,экономикалық/сн,476,26,-,311,20,833,1718,2551
426,23581,пе/шл,281,1,266,279,587,1414,1129,2543
427,11345,жөнінде/шл,293,36,35,-,-,364,2167,2531
428,16042,қазіргі/сн,1190,175,-,1113,36,2514,1,2515
429,33120,хат/зт,598,218,188,274,142,1420,1092,2512
430,2111,ас/ет,715,108,325,293,115,1556,955,2511
431,9040,енгіз/ет,450,783,8,163,21,1425,1086,2511
432,2320,ата/зт,503,-,610,414,456,1982,518,2501
433,22111,оқиға/зт,631,229,136,227,84,1307,1194,2501
434,30153,төмен/үс,1416,64,185,102,116,1883,600,2483
435,4208,барыс/зт,949,202,4,5,10,1170,1311,2481
436,17178,қатысты/сн,76,1706,8,201,108,2099,380,2479
437,2532,ауа/зт,1332,292,232,80,61,1997,475,2472
438,28105,табыс/зт,1393,236,31,114,27,1801,665,2466
439,23210,па/шл,862,11,248,161,532,1814,648,2462
440,35462,ірі/сн,1065,218,30,136,33,1482,978,2460
